player_name,player_position,player_team,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Quincy Morgan,WR,FA,1,9,11,151,16.8,2,0,0,0.0,0,0.0,31.6,0.0
Marty Booker,WR,FA,1,8,12,198,24.8,1,0,0,0.0,0,0.0,29.8,0.0
Qadry Ismail,WR,FA,1,6,7,84,14.0,2,0,0,0.0,0,0.0,23.4,0.0
David Boston,WR,FA,1,7,15,138,19.7,1,0,0,0.0,0,0.0,23.3,0.0
Rod Gardner,WR,FA,1,7,8,131,18.7,1,0,0,0.0,0,0.0,22.6,0.0
Eric Moulds,WR,FA,1,8,13,112,14.0,1,0,0,0.0,0,0.0,21.2,0.0
Hines Ward,WR,FA,1,8,10,90,11.3,1,0,0,0.0,0,0.0,19.0,0.0
Kevin Johnson,WR,FA,1,8,11,96,12.0,0,0,0,0.0,0,0.0,18.9,0.0
Corey Bradford,WR,FA,1,4,6,99,24.8,1,0,0,0.0,0,0.0,17.9,0.0
Amani Toomer,WR,FA,1,9,11,134,14.9,0,0,0,0.0,0,0.0,17.9,0.0
Deion Branch,WR,FA,1,6,9,83,13.8,1,0,0,0.0,0,0.0,17.3,0.0
Jimmy Smith,WR,FA,1,8,13,104,13.0,0,0,0,0.0,0,0.0,16.4,0.0
Keenan McCardell,WR,FA,1,6,9,63,10.5,1,0,0,0.0,0,0.0,15.3,0.0
Joe Horn,WR,FA,1,8,11,108,13.5,0,0,0,0.0,0,0.0,14.8,0.0
Randy Moss,WR,FA,1,6,10,58,9.7,1,0,0,0.0,0,0.0,14.8,0.0
Javon Walker,WR,FA,1,4,4,56,14.0,1,1,11,11.0,0,0.0,14.7,0.0
Curtis Conway,WR,FA,1,5,6,39,7.8,1,1,22,22.0,0,0.0,14.6,0.0
Derrick Mason,WR,FA,1,7,10,109,15.6,0,0,0,0.0,0,0.0,14.4,0.0
Wayne Chrebet,WR,FA,1,5,7,58,11.6,1,0,0,0.0,0,0.0,14.3,0.0
Donte' Stallworth,WR,FA,1,4,6,63,15.8,1,0,0,0.0,0,0.0,14.3,0.0
Az-Zahir Hakim,WR,FA,1,9,15,97,10.8,0,0,0,0.0,0,0.0,14.2,0.0
Eddie Kennison,WR,FA,1,4,6,120,30.0,0,0,0,0.0,0,0.0,14.0,0.0
Derrius Thompson,WR,FA,1,4,4,45,11.3,1,1,13,13.0,0,0.0,13.8,0.0
Rod Smith,WR,FA,1,5,9,47,9.4,1,0,0,0.0,0,0.0,13.2,0.0
Donald Hayes,WR,FA,1,3,5,54,18.0,1,0,0,0.0,0,0.0,12.9,0.0
Antwaan Randle El,WR,FA,1,6,8,87,14.5,0,1,9,9.0,0,0.0,12.8,0.0
Brandon Stokley,WR,FA,1,6,9,83,13.8,0,1,14,14.0,0,0.0,12.7,0.0
Tim Brown,WR,FA,1,4,5,46,11.5,1,0,0,0.0,0,0.0,12.6,0.0
Ed McCaffrey,WR,FA,1,2,3,50,25.0,1,0,0,0.0,0,0.0,12.0,0.0
Joey Galloway,WR,FA,1,6,7,69,11.5,0,1,21,21.0,0,0.0,12.0,0.0
Joe Jerevicius,WR,FA,1,4,5,37,9.3,1,0,0,0.0,0,0.0,11.7,0.0
Torry Holt,WR,FA,1,5,6,91,18.2,0,0,0,0.0,0,0.0,11.6,0.0
Marvin Harrison,WR,FA,1,4,8,34,8.5,1,0,0,0.0,0,0.0,11.4,0.0
