player_name,player_position,player_team,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Eddie Royal,WR,FA,1,9,0,146,16.2,1,2,9,4.5,0,0.0,26.0,0.0
Reggie Wayne,WR,FA,1,10,0,86,8.6,1,0,0,0.0,0,0.0,19.6,0.0
Plaxico Burress,WR,FA,1,10,0,133,13.3,0,0,0,0.0,0,0.0,18.3,0.0
Andre Johnson,WR,FA,1,10,0,112,11.2,0,0,0,0.0,0,0.0,16.2,0.0
Jerricho Cotchery,WR,FA,1,3,0,80,26.7,1,0,0,0.0,0,0.0,15.5,0.0
Devery Henderson,WR,FA,1,1,0,84,84.0,1,0,0,0.0,0,0.0,14.9,0.0
Nate Burleson,WR,FA,1,5,0,60,12.0,1,0,0,0.0,0,0.0,14.5,0.0
Calvin Johnson,WR,FA,1,7,0,107,15.3,0,0,0,0.0,0,0.0,14.2,0.0
DeSean Jackson,WR,FA,1,6,0,106,17.7,0,0,0,0.0,0,0.0,13.6,0.0
Dwayne Bowe,WR,FA,1,5,0,49,9.8,1,0,0,0.0,0,0.0,13.4,0.0
Michael Jenkins,WR,FA,1,1,0,62,62.0,1,0,0,0.0,0,0.0,12.7,0.0
Anquan Boldin,WR,FA,1,8,0,82,10.3,0,0,0,0.0,0,0.0,12.2,0.0
Santana Moss,WR,FA,1,5,0,37,7.4,1,0,0,0.0,0,0.0,12.2,0.0
Vincent Jackson,WR,FA,1,3,4,47,15.7,1,0,0,0.0,0,0.0,12.2,0.0
Kevin Walter,WR,FA,1,3,0,41,13.7,1,0,0,0.0,0,0.0,11.6,0.0
Greg Jennings,WR,FA,1,5,0,91,18.2,0,0,0,0.0,0,0.0,11.6,0.0
Larry Fitzgerald,WR,FA,1,3,0,31,10.3,1,0,0,0.0,0,0.0,10.6,0.0
Sidney Rice,WR,FA,1,2,0,31,15.5,1,0,0,0.0,0,0.0,10.1,0.0
Wes Welker,WR,FA,1,6,0,51,8.5,0,0,0,0.0,0,0.0,8.1,0.0
Roddy White,WR,FA,1,2,0,54,27.0,0,0,0,0.0,0,0.0,6.4,0.0
Jason Avant,WR,FA,1,3,0,45,15.0,0,0,0,0.0,0,0.0,6.0,0.0
Donald Driver,WR,FA,1,4,0,38,9.5,0,0,0,0.0,0,0.0,5.8,0.0
Marques Colston,WR,FA,1,3,0,26,8.7,0,0,0,0.0,0,0.0,4.1,0.0
Chaz Schilens,WR,FA,1,2,0,29,14.5,0,0,0,0.0,0,0.0,3.9,0.0
Brandon Lloyd,WR,FA,1,2,0,26,13.0,0,0,0,0.0,0,0.0,3.6,0.0
Brandon Stokley,WR,FA,1,2,0,25,12.5,0,0,0,0.0,0,0.0,3.5,0.0
Santonio Holmes,WR,FA,1,2,0,19,9.5,0,0,0,0.0,0,0.0,2.9,0.0
Ted Ginn Jr.,WR,FA,1,2,0,17,8.5,0,1,2,2.0,0,0.0,2.9,0.0
Lance Moore,WR,FA,1,2,0,17,8.5,0,0,0,0.0,0,0.0,2.7,0.0
Braylon Edwards,WR,FA,1,2,0,14,7.0,0,0,0,0.0,0,0.0,2.4,0.0
Roscoe Parrish,WR,FA,1,3,0,6,2.0,0,0,0,0.0,0,0.0,2.1,0.0
Ruvell Martin,WR,FA,1,1,0,13,13.0,0,0,0,0.0,0,0.0,1.8,0.0
Davone Bess,WR,FA,1,1,0,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Devin Hester,WR,FA,1,1,0,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Devin Thomas,WR,FA,1,1,0,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Harry Douglas,WR,FA,1,0,0,0,0.0,0,1,7,7.0,0,0.0,0.7,0.0
Reggie Bush,RB,FA,1,8,0,112,14.0,1,14,51,3.6,0,0.0,26.3,0.0
Frank Gore,RB,FA,1,4,0,55,13.8,0,14,96,6.9,1,0.0,23.1,0.0
Matt Forte,RB,FA,1,3,0,18,6.0,0,23,123,5.3,1,0.0,21.6,0.0
Chris Johnson,RB,FA,1,3,0,34,11.3,1,15,93,6.2,0,0.0,20.2,0.0
Adrian Peterson,RB,FA,1,1,0,11,11.0,0,19,103,5.4,1,0.0,17.9,0.0
Marshawn Lynch,RB,FA,1,3,0,18,6.0,0,18,76,4.2,1,0.0,16.9,0.0
Kevin Smith,RB,FA,1,4,0,32,8.0,0,16,48,3.0,1,0.0,16.0,0.0
Brandon Jacobs,RB,FA,1,1,0,8,8.0,0,21,116,5.5,0,0.0,12.9,0.0
Felix Jones,RB,FA,1,0,0,0,0.0,0,9,62,6.9,1,0.0,12.2,0.0
Le'Ron McClain,RB,FA,1,2,0,24,12.0,0,19,86,4.5,0,0.0,12.0,0.0
Tim Hightower,RB,FA,1,3,0,21,7.0,0,8,13,1.6,1,0.0,10.9,0.0
Ray Rice,RB,FA,1,3,0,19,6.3,0,22,64,2.9,0,0.0,9.8,0.0
DeAngelo Williams,RB,FA,1,1,1,4,4.0,0,18,86,4.8,0,0.0,9.5,0.0
Ryan Grant,RB,FA,1,0,0,0,0.0,0,12,92,7.7,0,0.0,9.2,0.0
Steven Jackson,RB,FA,1,3,0,34,11.3,0,14,40,2.9,0,0.0,8.9,0.0
Greg Jones,RB,FA,1,3,0,13,4.3,1,0,0,0.0,0,0.0,8.8,0.0
Pierre Thomas,RB,FA,1,2,0,11,5.5,0,10,52,5.2,0,0.0,7.3,0.0
Maurice Jones-Drew,RB,FA,1,4,0,37,9.3,0,5,13,2.6,0,0.0,7.0,0.0
Korey Hall,RB,FA,1,1,0,1,1.0,1,0,0,0.0,0,0.0,6.6,0.0
Ronnie Brown,RB,FA,1,3,0,28,9.3,0,6,23,3.8,0,0.0,6.6,0.0
Darren McFadden,RB,FA,1,1,0,11,11.0,0,9,46,5.1,0,0.0,6.2,0.0
Mike Tolbert,RB,FA,1,3,3,35,11.7,0,3,6,2.0,0,0.0,5.6,0.0
Jonathan Stewart,RB,FA,1,0,0,0,0.0,0,10,53,5.3,0,0.0,5.3,0.0
Brandon Jackson,RB,FA,1,3,0,18,6.0,0,7,12,1.7,0,0.0,4.5,0.0
Jamaal Charles,RB,FA,1,2,0,6,3.0,0,5,28,5.6,0,0.0,4.4,0.0
Leon Washington,RB,FA,1,2,0,17,8.5,0,6,9,1.5,0,0.0,3.6,0.0
Tashard Choice,RB,FA,1,1,0,2,2.0,0,5,26,5.2,0,0.0,3.3,0.0
Fred Jackson,RB,FA,1,0,0,0,0.0,0,10,31,3.1,0,0.0,3.1,0.0
Rashard Mendenhall,RB,FA,1,0,0,0,0.0,0,10,28,2.8,0,0.0,2.8,0.0
Peyton Hillis,RB,FA,1,1,0,4,4.0,0,3,14,4.7,0,0.0,2.3,0.0
Mike Cox,RB,FA,1,2,0,6,3.0,0,0,0,0.0,0,0.0,1.6,0.0
Vonta Leach,RB,FA,1,1,0,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Darren Sproles,RB,FA,1,0,0,0,0.0,0,2,3,1.5,0,0.0,0.3,0.0
Heath Evans,RB,FA,1,0,0,0,0.0,0,2,3,1.5,0,0.0,0.3,0.0
Dante Rosario,TE,FA,1,7,8,96,13.7,1,0,0,0.0,0,0.0,19.1,0.0
Anthony Fasano,TE,FA,1,8,0,84,10.5,1,0,0,0.0,0,0.0,18.4,0.0
Kellen Winslow,TE,FA,1,5,0,47,9.4,1,0,0,0.0,0,0.0,13.2,0.0
