player_name,player_position,player_team,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Justin Jefferson,WR,MIN,1,9,11,184,20.4,2,0,0,0.0,0,0.0,34.9,0.0
Cooper Kupp,WR,LAR,1,13,15,128,9.8,1,0,0,0.0,0,0.0,25.3,0.0
Davante Adams,WR,LV,1,10,17,141,14.1,1,0,0,0.0,0,0.0,25.1,0.0
Ja'Marr Chase,WR,CIN,1,10,16,129,12.9,1,0,0,0.0,0,0.0,23.9,0.0
Michael Pittman Jr.,WR,IND,1,9,13,121,13.4,1,0,0,0.0,0,0.0,22.6,0.0
Stefon Diggs,WR,BUF,1,8,9,122,15.3,1,0,0,0.0,0,0.0,22.2,0.0
A.J. Brown,WR,PHI,1,10,13,155,15.5,0,0,0,0.0,0,0.0,20.5,0.0
Michael Thomas,WR,NO,1,5,8,57,11.4,2,0,0,0.0,0,0.0,20.2,0.0
Devin Duvernay,WR,BAL,1,4,4,54,13.5,2,0,0,0.0,0,0.0,19.4,0.0
Robbie Chosen,WR,MIA,1,5,8,102,20.4,1,0,0,0.0,0,0.0,18.7,0.0
Jerry Jeudy,WR,DEN,1,4,7,102,25.5,1,0,0,0.0,0,0.0,18.2,0.0
Gabe Davis,WR,BUF,1,4,5,88,22.0,1,0,0,0.0,0,0.0,16.8,0.0
Jahan Dotson,WR,WAS,1,3,5,40,13.3,2,1,-10,-10.0,0,0.0,16.5,0.0
Amon-Ra St. Brown,WR,DET,1,8,12,64,8.0,1,0,0,0.0,0,0.0,16.4,0.0
Jaylen Waddle,WR,MIA,1,4,5,69,17.3,1,1,8,8.0,0,0.0,15.7,0.0
Mike Evans,WR,TB,1,5,7,71,14.2,1,0,0,0.0,0,0.0,15.6,0.0
Curtis Samuel,WR,WAS,1,8,11,55,6.9,1,4,17,4.2,0,0.0,15.2,0.0
Jarvis Landry,WR,FA,1,7,9,114,16.3,0,0,0,0.0,0,0.0,14.9,0.0
Christian Kirk,WR,JAC,1,6,12,117,19.5,0,0,0,0.0,0,0.0,14.7,0.0
Sterling Shepard,WR,NYG,1,2,4,71,35.5,1,0,0,0.0,0,0.0,14.1,0.0
Tyreek Hill,WR,MIA,1,8,12,94,11.8,0,1,6,6.0,0,0.0,14.0,0.0
DeAndre Carter,WR,LV,1,3,4,64,21.3,1,0,0,0.0,0,0.0,13.9,0.0
DJ Chark Jr.,WR,CAR,1,4,8,52,13.0,1,0,0,0.0,0,0.0,13.2,0.0
Rashod Bateman,WR,BAL,1,2,5,59,29.5,1,0,0,0.0,0,0.0,12.9,0.0
Terry McLaurin,WR,WAS,1,2,4,58,29.0,1,0,0,0.0,0,0.0,12.8,0.0
Marquise Brown,WR,ARI,1,4,6,43,10.8,1,0,0,0.0,0,0.0,12.3,0.0
Brandin Cooks,WR,DAL,1,7,12,82,11.7,0,0,0,0.0,0,0.0,11.7,0.0
Dante Pettis,WR,FA,1,1,1,51,51.0,1,0,0,0.0,0,0.0,11.6,0.0
Deebo Samuel,WR,SF,1,2,7,14,7.0,0,8,52,6.5,1,0.0,11.6,0.0
Tyler Boyd,WR,CIN,1,4,7,33,8.3,1,0,0,0.0,0,0.0,11.3,0.0
Corey Davis,WR,FA,1,6,10,77,12.8,0,0,0,0.0,0,0.0,10.7,0.0
Julio Jones,WR,FA,1,3,5,69,23.0,0,2,17,8.5,0,0.0,10.1,0.0
Drake London,WR,ATL,1,5,7,74,14.8,0,0,0,0.0,0,0.0,9.9,0.0
Greg Dortch,WR,ARI,1,7,9,63,9.0,0,0,0,0.0,0,0.0,9.8,0.0
Zay Jones,WR,JAC,1,6,9,65,10.8,0,0,0,0.0,0,0.0,9.5,0.0
Noah Brown,WR,HOU,1,5,9,68,13.6,0,0,0,0.0,0,0.0,9.3,0.0
Courtland Sutton,WR,DEN,1,4,7,72,18.0,0,0,0,0.0,0,0.0,9.2,0.0
Mecole Hardman Jr.,WR,NYJ,1,3,6,16,5.3,1,0,0,0.0,0,0.0,9.1,0.0
Donovan Peoples-Jones,WR,CLE,1,6,11,60,10.0,0,0,0,0.0,0,0.0,9.0,0.0
Diontae Johnson,WR,PIT,1,7,12,55,7.9,0,0,0,0.0,0,0.0,9.0,0.0
Isaiah McKenzie,WR,IND,1,2,3,19,9.5,1,0,0,0.0,0,0.0,8.9,0.0
JuJu Smith-Schuster,WR,NE,1,6,8,79,13.2,0,0,0,0.0,0,0.0,8.9,0.0
Keenan Allen,WR,LAC,1,4,4,66,16.5,0,0,0,0.0,0,0.0,8.6,0.0
Richie James Jr.,WR,KC,1,5,6,59,11.8,0,1,2,2.0,0,0.0,8.6,0.0
Equanimeous St. Brown,WR,CHI,1,1,3,18,18.0,1,0,0,0.0,0,0.0,8.3,0.0
Jauan Jennings,WR,SF,1,4,6,62,15.5,0,0,0,0.0,0,0.0,8.2,0.0
Jakobi Meyers,WR,LV,1,4,6,55,13.8,0,1,7,7.0,0,0.0,8.2,0.0
Kyle Philips,WR,TEN,1,6,9,66,11.0,0,0,0,0.0,0,0.0,7.6,0.0
Chris Olave,WR,NO,1,3,3,41,13.7,0,0,0,0.0,0,0.0,7.6,0.0
Chase Claypool,WR,MIA,1,4,6,18,4.5,0,6,36,6.0,0,0.0,7.4,0.0
Elijah Moore,WR,CLE,1,5,7,49,9.8,0,0,0,0.0,0,0.0,7.4,0.0
Garrett Wilson,WR,NYJ,1,4,8,52,13.0,0,0,0,0.0,0,0.0,7.2,0.0
Treylon Burks,WR,TEN,1,3,5,55,18.3,0,0,0,0.0,0,0.0,7.0,0.0
Romeo Doubs,WR,GB,1,4,5,37,9.3,0,1,11,11.0,0,0.0,6.8,0.0
DJ Moore,WR,CHI,1,3,6,43,14.3,0,1,7,7.0,0,0.0,6.5,0.0
Braxton Berrios,WR,MIA,1,5,6,37,7.4,0,0,0,0.0,0,0.0,6.2,0.0
Marquez Valdes-Scantling,WR,KC,1,4,4,44,11.0,0,1,-3,-3.0,0,0.0,6.1,0.0
Ashton Dulin,WR,IND,1,3,6,46,15.3,0,0,0,0.0,0,0.0,6.1,0.0
Marvin Jones Jr.,WR,DET,1,4,6,38,9.5,0,0,0,0.0,0,0.0,5.8,0.0
Brandon Aiyuk,WR,SF,1,2,3,40,20.0,0,1,7,7.0,0,0.0,5.7,0.0
KhaDarel Hodge,WR,ATL,1,3,3,38,12.7,0,0,0,0.0,0,0.0,5.3,0.0
Parris Campbell,WR,NYG,1,3,4,37,12.3,0,0,0,0.0,0,0.0,5.2,0.0
DK Metcalf,WR,SEA,1,7,7,36,5.1,0,0,0,0.0,0,0.0,5.1,0.0
Adam Thielen,WR,CAR,1,3,4,36,12.0,0,0,0,0.0,0,0.0,5.1,0.0
Christian Watson,WR,GB,1,2,4,34,17.0,0,1,7,7.0,0,0.0,5.1,0.0
Chris Godwin,WR,TB,1,3,3,35,11.7,0,0,0,0.0,0,0.0,5.0,0.0
Olamide Zaccheaus,WR,PHI,1,4,4,49,12.3,0,0,0,0.0,0,0.0,4.9,0.0
Kendrick Bourne,WR,NE,1,1,1,41,41.0,0,0,0,0.0,0,0.0,4.6,0.0
Mike Strachan,WR,CAR,1,2,2,36,18.0,0,0,0,0.0,0,0.0,4.6,0.0
Chris Moore,WR,TEN,1,3,3,31,10.3,0,0,0,0.0,0,0.0,4.6,0.0
Ben Skowronek,WR,LAR,1,4,6,25,6.3,0,0,0,0.0,0,0.0,4.5,0.0
Anthony Schwartz,WR,FA,1,1,2,19,19.0,0,2,20,10.0,0,0.0,4.4,0.0
Jamison Crowder,WR,WAS,1,3,4,28,9.3,0,0,0,0.0,0,0.0,4.3,0.0
Tyler Lockett,WR,SEA,1,3,4,28,9.3,0,0,0,0.0,0,0.0,4.3,0.0
CeeDee Lamb,WR,DAL,1,2,11,29,14.5,0,0,0,0.0,0,0.0,3.9,0.0
Cedrick Wilson Jr.,WR,MIA,1,2,2,20,10.0,0,1,8,8.0,0,0.0,3.8,0.0
