player_name,player_position,player_team,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Anquan Boldin,WR,FA,1,10,14,217,21.7,2,0,0,0.0,0,0.0,36.7,0.0
Chris Chambers,WR,FA,1,7,8,118,16.9,2,1,12,12.0,0,0.0,28.5,0.0
Hines Ward,WR,FA,1,9,12,91,10.1,2,0,0,0.0,0,0.0,25.6,0.0
Randy Moss,WR,FA,1,9,12,150,16.7,1,0,0,0.0,0,0.0,25.5,0.0
Joey Galloway,WR,FA,1,7,10,139,19.9,1,0,0,0.0,0,0.0,23.4,0.0
Derrick Mason,WR,FA,1,10,14,99,9.9,1,0,0,0.0,0,0.0,20.9,0.0
Torry Holt,WR,FA,1,7,8,111,15.9,1,0,0,0.0,0,0.0,20.6,0.0
Charles Rogers,WR,FA,1,4,7,38,9.5,2,1,12,12.0,0,0.0,19.0,0.0
Chad Johnson,WR,FA,1,6,10,95,15.8,1,0,0,0.0,0,0.0,18.5,0.0
Joe Jerevicius,WR,FA,1,4,6,39,9.8,2,0,0,0.0,0,0.0,17.9,0.0
Joe Horn,WR,FA,1,7,9,83,11.9,1,0,0,0.0,0,0.0,17.8,0.0
Javon Walker,WR,FA,1,5,8,84,16.8,1,0,0,0.0,0,0.0,16.9,0.0
Jermaine Lewis,WR,FA,1,3,3,90,30.0,1,0,0,0.0,0,0.0,16.5,0.0
Isaac Bruce,WR,FA,1,8,14,120,15.0,0,0,0,0.0,0,0.0,16.0,0.0
Corey Bradford,WR,FA,1,2,3,85,42.5,1,0,0,0.0,0,0.0,15.5,0.0
Tim Brown,WR,FA,1,5,8,64,12.8,1,0,0,0.0,0,0.0,14.9,0.0
Terrell Owens,WR,FA,1,7,14,112,16.0,0,1,-1,-1.0,0,0.0,14.6,0.0
Plaxico Burress,WR,FA,1,6,6,116,19.3,0,0,0,0.0,0,0.0,14.6,0.0
Donte' Stallworth,WR,FA,1,8,15,101,12.6,0,0,0,0.0,0,0.0,14.1,0.0
Matt Hatchette,WR,FA,1,4,4,60,15.0,1,0,0,0.0,0,0.0,14.0,0.0
Koren Robinson,WR,FA,1,3,5,56,18.7,1,0,0,0.0,0,0.0,13.1,0.0
Laveranues Coles,WR,FA,1,5,6,106,21.2,0,0,0,0.0,0,0.0,13.1,0.0
Tai Streets,WR,FA,1,4,8,48,12.0,1,0,0,0.0,0,0.0,12.8,0.0
Steve Smith,WR,FA,1,4,6,44,11.0,1,0,0,0.0,0,0.0,12.4,0.0
Travis Taylor,WR,FA,1,5,10,33,6.6,1,0,0,0.0,0,0.0,11.8,0.0
James Thrash,WR,FA,1,5,9,46,9.2,0,1,47,47.0,0,0.0,11.8,0.0
Bill Schroeder,WR,FA,1,4,7,36,9.0,1,0,0,0.0,0,0.0,11.6,0.0
Keyshawn Johnson,WR,FA,1,6,8,83,13.8,0,0,0,0.0,0,0.0,11.3,0.0
Eric Parker,WR,FA,1,2,2,43,21.5,1,0,0,0.0,0,0.0,11.3,0.0
Amani Toomer,WR,FA,1,2,5,98,49.0,0,0,0,0.0,0,0.0,10.8,0.0
Andre Johnson,WR,FA,1,6,9,76,12.7,0,0,0,0.0,0,0.0,10.6,0.0
Eric Moulds,WR,FA,1,4,5,81,20.3,0,0,0,0.0,0,0.0,10.1,0.0
Johnnie Morton,WR,FA,1,2,4,30,15.0,1,0,0,0.0,0,0.0,10.0,0.0
Rod Smith,WR,FA,1,5,7,43,8.6,0,3,23,7.7,0,0.0,9.1,0.0
Ricky Proehl,WR,FA,1,2,5,20,10.0,1,0,0,0.0,0,0.0,9.0,0.0
