player_name,player_position,player_team,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Keenan McCardell,WR,FA,1,9,0,123,13.7,2,0,0,0.0,0,0.0,28.8,0.0
Jimmy Smith,WR,FA,1,7,0,130,18.6,2,0,0,0.0,0,0.0,28.5,0.0
Larry Fitzgerald,WR,FA,1,13,0,155,11.9,1,0,0,0.0,0,0.0,28.0,0.0
Steve Smith,WR,FA,1,8,0,138,17.3,1,0,0,0.0,0,0.0,23.8,0.0
Frisman Jackson,WR,FA,1,8,0,128,16.0,1,0,0,0.0,0,0.0,22.8,0.0
Randy Moss,WR,FA,1,5,0,130,26.0,1,0,0,0.0,0,0.0,21.5,0.0
Keyshawn Johnson,WR,FA,1,5,0,65,13.0,2,0,0,0.0,0,0.0,21.0,0.0
Deion Branch,WR,FA,1,7,0,99,14.1,1,0,0,0.0,0,0.0,19.4,0.0
Marty Booker,WR,FA,1,5,0,104,20.8,1,0,0,0.0,0,0.0,18.9,0.0
Patrick Crayton,WR,FA,1,6,0,89,14.8,1,0,0,0.0,0,0.0,17.9,0.0
Torry Holt,WR,FA,1,10,0,125,12.5,0,0,0,0.0,0,0.0,17.5,0.0
Antwaan Randle El,WR,FA,1,2,0,89,44.5,1,1,6,6.0,0,0.0,16.5,0.0
Plaxico Burress,WR,FA,1,5,0,76,15.2,1,0,0,0.0,0,0.0,16.1,0.0
Marvin Harrison,WR,FA,1,6,0,69,11.5,1,0,0,0.0,0,0.0,15.9,0.0
Darrell Jackson,WR,FA,1,6,0,65,10.8,1,0,0,0.0,0,0.0,15.5,0.0
Arnaz Battle,WR,FA,1,5,0,59,11.8,1,1,-3,-3.0,0,0.0,15.2,0.0
Terrell Owens,WR,FA,1,7,0,112,16.0,0,0,0,0.0,0,0.0,14.7,0.0
Chad Johnson,WR,FA,1,9,0,91,10.1,0,1,11,11.0,0,0.0,14.7,0.0
Brandon Lloyd,WR,FA,1,3,0,65,21.7,1,0,0,0.0,0,0.0,14.0,0.0
Joe Jerevicius,WR,FA,1,3,0,64,21.3,1,0,0,0.0,0,0.0,13.9,0.0
Derrick Mason,WR,FA,1,8,0,99,12.4,0,0,0,0.0,0,0.0,13.9,0.0
Isaac Bruce,WR,FA,1,3,0,61,20.3,1,0,0,0.0,0,0.0,13.6,0.0
Kevin Walter,WR,FA,1,4,0,47,11.8,1,0,0,0.0,0,0.0,12.7,0.0
Chris Chambers,WR,FA,1,5,0,40,8.0,0,1,61,61.0,0,0.0,12.6,0.0
Rod Smith,WR,FA,1,7,0,90,12.9,0,0,0,0.0,0,0.0,12.5,0.0
Joey Galloway,WR,FA,1,5,0,97,19.4,0,1,0,0.0,0,0.0,12.2,0.0
Bobby Engram,WR,FA,1,8,0,79,9.9,0,0,0,0.0,0,0.0,11.9,0.0
Brandon Stokley,WR,FA,1,7,0,83,11.9,0,0,0,0.0,0,0.0,11.8,0.0
Santana Moss,WR,FA,1,4,0,96,24.0,0,0,0,0.0,0,0.0,11.6,0.0
Shaun McDonald,WR,FA,1,7,0,73,10.4,0,1,7,7.0,0,0.0,11.5,0.0
T.J. Houshmandzadeh,WR,FA,1,5,0,75,15.0,0,0,0,0.0,0,0.0,10.0,0.0
Eric Parker,WR,FA,1,5,0,75,15.0,0,0,0,0.0,0,0.0,10.0,0.0
Kevin Curtis,WR,FA,1,7,0,63,9.0,0,0,0,0.0,0,0.0,9.8,0.0
Eddie Kennison,WR,FA,1,4,0,76,19.0,0,0,0,0.0,0,0.0,9.6,0.0
Laveranues Coles,WR,FA,1,6,0,66,11.0,0,0,0,0.0,0,0.0,9.6,0.0
Michael Jenkins,WR,FA,1,3,0,80,26.7,0,0,0,0.0,0,0.0,9.5,0.0
Drew Bennett,WR,FA,1,3,0,79,26.3,0,0,0,0.0,0,0.0,9.4,0.0
Joe Horn,WR,FA,1,5,0,66,13.2,0,0,0,0.0,0,0.0,9.1,0.0
Antonio Bryant,WR,FA,1,5,0,65,13.0,0,0,0,0.0,0,0.0,9.0,0.0
Muhsin Muhammad,WR,FA,1,6,0,59,9.8,0,0,0,0.0,0,0.0,8.9,0.0
Anquan Boldin,WR,FA,1,4,0,62,15.5,0,0,0,0.0,0,0.0,8.2,0.0
Troy Brown,WR,FA,1,6,0,51,8.5,0,0,0,0.0,0,0.0,8.1,0.0
Wes Welker,WR,FA,1,4,0,60,15.0,0,0,0,0.0,0,0.0,8.0,0.0
Michael Clayton,WR,FA,1,4,0,57,14.3,0,0,0,0.0,0,0.0,7.7,0.0
Lee Evans,WR,FA,1,3,0,68,22.7,0,1,-10,-10.0,0,0.0,7.3,0.0
Reggie Wayne,WR,FA,1,4,0,50,12.5,0,0,0,0.0,0,0.0,7.0,0.0
Tim Dwight,WR,FA,1,1,0,5,5.0,1,0,0,0.0,0,0.0,7.0,0.0
Mark Clayton,WR,FA,1,5,0,44,8.8,0,0,0,0.0,0,0.0,6.9,0.0
Greg Lewis,WR,FA,1,5,0,44,8.8,0,0,0,0.0,0,0.0,6.9,0.0
Mike Williams,WR,FA,1,1,0,3,3.0,1,0,0,0.0,0,0.0,6.8,0.0
Donald Driver,WR,FA,1,4,0,48,12.0,0,0,0,0.0,0,0.0,6.8,0.0
Donte' Stallworth,WR,FA,1,4,0,47,11.8,0,0,0,0.0,0,0.0,6.7,0.0
Matt Jones,WR,FA,1,2,0,22,11.0,0,2,28,14.0,0,0.0,6.2,0.0
Reggie Williams,WR,FA,1,4,0,41,10.3,0,0,0,0.0,0,0.0,6.1,0.0
Eric Moulds,WR,FA,1,4,0,40,10.0,0,0,0,0.0,0,0.0,6.0,0.0
Nate Burleson,WR,FA,1,3,0,45,15.0,0,0,0,0.0,0,0.0,6.0,0.0
Terry Glenn,WR,FA,1,3,0,42,14.0,0,0,0,0.0,0,0.0,5.7,0.0
Justin McCareins,WR,FA,1,3,0,39,13.0,0,0,0,0.0,0,0.0,5.4,0.0
Travis Taylor,WR,FA,1,3,0,38,12.7,0,0,0,0.0,0,0.0,5.3,0.0
Kevin Johnson,WR,FA,1,2,0,38,19.0,0,0,0,0.0,0,0.0,4.8,0.0
