year,week,college,signingBonus_diff,awareness_rating,shortRouteRunning_diff,press_diff,carrying_diff,strength_rating,catchInTraffic_rating,pursuit_rating,plyrAssetname,breakSack_diff,plyrPortrait_diff,catching_rating,spinMove_rating,acceleration_diff,breakTackle_diff,height,finesseMoves_rating,strength_diff,runBlock_rating,tackle_rating,runBlock_diff,kickPower_diff,zoneCoverage_rating,plyrBirthdate,awareness_diff,runningStyle_rating,totalSalary,trucking_rating,toughness_diff,hitPower_diff,tackle_diff,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,status,lastName,jerseyNum_diff,jerseyNum,breakSack_rating,passBlockFinesse_diff,jumping_rating,throwAccuracyDeep_diff,stamina_diff,throwAccuracyShort_diff,powerMoves_diff,throwOnTheRun_diff,zoneCoverage_diff,jukeMove_diff,speed_diff,release_rating,agility_diff,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,impactBlocking_diff,stamina_rating,plyrPortrait,kickPower_rating,throwUnderPressure_rating,team,signingBonus,height_diff,playAction_diff,throwUnderPressure_diff,changeOfDirection_diff,blockShedding_rating,fullNameForSearch,overall_rating,deepRouteRunning_diff,passBlockFinesse_rating,runBlockFinesse_diff,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,primaryKey_diff,mediumRouteRunning_diff,playAction_rating,totalSalary_diff,teamId_diff,leadBlock_diff,catchInTraffic_diff,mediumRouteRunning_rating,acceleration_rating,spinMove_diff,yearsPro_diff,spectacularCatch_rating,injury_rating,weight,playRecognition_diff,deepRouteRunning_rating,firstName,yearsPro,manCoverage_diff,catching_diff,throwAccuracyShort_rating,position,overall_diff,weight_diff,bCVision_diff,throwPower_diff,speed_rating,runBlockPower_rating,injury_diff,toughness_rating,throwOnTheRun_rating,jumping_diff,spectacularCatch_diff,manCoverage_rating,stiffArm_rating,throwAccuracyMid_diff,trucking_diff,passBlock_diff,powerMoves_rating,iteration,stiffArm_diff,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,plyrHandedness,kickReturn_diff,passBlock_rating,changeOfDirection_rating,press_rating,passBlockPower_diff,pursuit_diff,release_diff,throwAccuracyDeep_rating,age_diff,archetype,runBlockPower_diff,runBlockFinesse_rating,finesseMoves_diff,blockShedding_diff,kickAccuracy_diff,teamId,agility_rating,age,primaryKey
2023,13,Oklahoma,0.0,99,0.0,0.0,0.0,98,15,33,WilliamsTrent_9800,0.0,0.0,20,10,0.0,0.0,77,10,0.0,98,39,0.0,0.0,14,7/19/1988,0.0,Default Stride Awkward,97870000,10,0.0,0.0,0.0,10,19,15,published,Williams,0.0,71,12,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,60,6,10,0.0,88,3231,11,14,49ers,40100000,0.0,0.0,0.0,0.0,32,Trent Williams,99,0.0,92,0.0,12,10,98,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,74,0.0,0.0,51,87,320,0.0,5,Trent,12,0.0,0.0,6,LT,0.0,0.0,0.0,0.0,76,98,0.0,98,6,0.0,0.0,10,10,0.0,0.0,0.0,10,week-13,0.0,96,99,40,7,Right,0.0,94,58,10,0.0,0.0,0.0,6,0.0,OT_Power,0.0,99,0.0,0.0,0.0,15,73,34,9800
2023,13,Texas AM,0.0,98,0.0,0.0,0.0,96,21,97,GarrettMyles_12520,0.0,0.0,52,40,0.0,0.0,76,91,0.0,45,92,0.0,0.0,51,12/29/1995,0.0,Long Stride Default,84270000,36,0.0,0.0,0.0,36,94,15,published,Garrett,0.0,95,12,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,84,30,20,0.0,88,8560,20,16,Browns,65590000,0.0,0.0,0.0,0.0,90,Myles Garrett,99,0.0,45,0.0,55,10,17,39,0.0,0.0,10,0.0,0.0,0.0,0.0,8,91,0.0,0.0,25,88,272,0.0,4,Myles,5,0.0,0.0,31,RE,0.0,0.0,0.0,0.0,88,45,0.0,87,23,0.0,0.0,51,48,0.0,0.0,0.0,98,week-13,0.0,45,87,55,34,Right,0.0,45,71,44,0.0,0.0,0.0,27,0.0,DE_PowerRusher,0.0,45,0.0,0.0,0.0,5,86,26,12520
2023,13,Fresno State,0.0,99,0.0,0.0,0.0,63,99,44,AdamsDavante_10823,0.0,0.0,98,86,0.0,0.0,73,10,0.0,48,42,0.0,0.0,24,12/24/1992,0.0,Default Stride Loose,97870000,63,0.0,0.0,0.0,95,26,98,published,Adams,0.0,17,22,0.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.0,15,10,30,0.0,97,6328,25,20,Raiders,42350000,0.0,0.0,0.0,0.0,52,Davante Adams,99,0.0,17,0.0,45,45,25,94,0.0,0.0,6,0.0,0.0,0.0,0.0,97,92,0.0,0.0,98,93,215,0.0,96,Davante,8,0.0,0.0,15,WR,0.0,0.0,0.0,0.0,90,20,0.0,88,10,0.0,0.0,18,75,0.0,0.0,0.0,10,week-13,0.0,13,45,76,85,Right,0.0,38,97,25,0.0,0.0,0.0,6,0.0,WR_DeepThreat,0.0,12,0.0,0.0,0.0,23,95,29,10823
2023,13,Pittsburgh,0.0,99,0.0,0.0,0.0,99,23,98,DonaldAaron_10852,0.0,0.0,42,25,0.0,0.0,73,96,0.0,45,93,0.0,0.0,29,5/23/1991,0.0,Default Stride Loose,41670000,32,0.0,0.0,0.0,28,99,16,published,Donald,0.0,99,12,0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,89,6,21,0.0,88,6394,25,15,Rams,45500000,0.0,0.0,0.0,0.0,97,Aaron Donald,99,0.0,45,0.0,20,10,23,49,0.0,0.0,6,0.0,0.0,0.0,0.0,9,90,0.0,0.0,47,98,280,0.0,5,Aaron,8,0.0,0.0,6,RE,0.0,0.0,0.0,0.0,82,45,0.0,97,6,0.0,0.0,25,30,0.0,0.0,0.0,99,week-13,0.0,45,93,48,17,Right,0.0,45,68,21,0.0,0.0,0.0,6,0.0,DE_PowerRusher,0.0,45,0.0,0.0,0.0,24,86,31,10852
2023,13,Georgia,0.0,98,0.0,0.0,0.0,86,53,35,ChubbNick_13129,0.0,0.0,69,74,0.0,0.0,71,12,0.0,37,29,0.0,0.0,16,12/27/1995,0.0,Default Stride High and Tight,25180000,93,0.0,0.0,0.0,87,18,56,published,Chubb,0.0,24,28,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.0,35,20,12,0.0,94,8846,17,15,Browns,15860000,0.0,0.0,0.0,0.0,29,Nick Chubb,98,0.0,25,0.0,26,35,37,95,0.0,0.0,15,0.0,0.0,0.0,0.0,48,91,0.0,0.0,54,91,227,0.0,41,Nick,4,0.0,0.0,25,HB,0.0,0.0,0.0,0.0,92,34,0.0,92,17,0.0,0.0,12,96,0.0,0.0,0.0,18,week-13,0.0,39,35,96,99,Right,0.0,70,82,13,0.0,0.0,0.0,15,0.0,HB_PowerBack,0.0,30,0.0,0.0,0.0,5,83,26,13129
2023,13,Cincinnati,0.0,96,0.0,0.0,0.0,79,90,42,KelceTravis_890,0.0,0.0,97,71,0.0,0.0,77,20,0.0,69,45,0.0,0.0,14,10/5/1989,0.0,Long Stride High and Tight,16390000,78,0.0,0.0,0.0,83,15,88,published,Kelce,0.0,87,42,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,15,53,32,0.0,97,5920,35,33,Chiefs,68600000,0.0,0.0,0.0,0.0,40,Travis Kelce,98,0.0,63,0.0,70,6,59,92,0.0,0.0,29,0.0,0.0,0.0,0.0,84,88,0.0,0.0,92,92,260,0.0,79,Travis,9,0.0,0.0,64,TE,0.0,0.0,0.0,0.0,86,65,0.0,91,47,0.0,0.0,12,85,0.0,0.0,0.0,20,week-13,0.0,64,74,72,77,Right,0.0,66,75,10,0.0,0.0,0.0,49,0.0,TE_VerticalThreat,0.0,66,0.0,0.0,0.0,9,86,32,890
2023,13,Notre Dame,0.0,97,0.0,0.0,0.0,95,15,48,MartinZack_12348,0.0,0.0,32,10,0.0,0.0,76,10,0.0,97,28,0.0,0.0,11,11/20/1990,0.0,Default Stride Awkward,29140000,24,0.0,0.0,0.0,10,31,15,published,Martin,0.0,70,12,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,20,6,14,0.0,93,6511,9,14,Cowboys,23170000,0.0,0.0,0.0,0.0,27,Zack Martin,98,0.0,93,0.0,29,10,94,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,70,0.0,0.0,15,93,315,0.0,5,Zack,8,0.0,0.0,6,RG,0.0,0.0,0.0,0.0,68,97,0.0,96,6,0.0,0.0,9,10,0.0,0.0,0.0,10,week-13,0.0,96,93,40,5,Right,0.0,95,60,10,0.0,0.0,0.0,6,0.0,G_Power,0.0,96,0.0,0.0,0.0,11,64,31,12348
2023,13,West Alabama,0.0,95,0.0,0.0,0.0,64,87,33,HillTyreek_17838,0.0,0.0,94,86,0.0,0.0,69,10,0.0,59,27,0.0,0.0,20,3/1/1994,0.0,Short Stride Default,99900000,38,0.0,0.0,0.0,98,26,93,published,Hill,0.0,10,28,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0.0,25,28,15,0.0,91,8052,13,24,Dolphins,40800000,0.0,0.0,0.0,0.0,21,Tyreek Hill,98,0.0,19,0.0,41,92,20,97,0.0,0.0,19,0.0,0.0,0.0,0.0,94,99,0.0,0.0,91,90,185,0.0,97,Tyreek,6,0.0,0.0,31,WR,0.0,0.0,0.0,0.0,99,17,0.0,93,28,0.0,0.0,10,45,0.0,0.0,0.0,10,week-13,0.0,19,40,79,85,Left,0.0,33,99,30,0.0,0.0,0.0,23,0.0,WR_DeepThreat,0.0,12,0.0,0.0,0.0,12,98,28,17838
2023,13,Eastern Wash.,0.0,94,0.0,0.0,0.0,66,89,31,KuppCooper_12558,0.0,0.0,99,88,0.0,0.0,74,10,0.0,64,31,0.0,0.0,26,6/15/1993,0.0,Default,89850000,55,0.0,0.0,0.0,94,22,99,published,Kupp,0.0,10,22,0.0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,26,36,20,0.0,99,8626,22,29,Rams,32200000,0.0,0.0,0.0,0.0,28,Cooper Kupp,97,0.0,34,0.0,59,84,34,95,0.0,0.0,38,0.0,0.0,0.0,0.0,98,96,0.0,0.0,89,91,208,0.0,92,Cooper,5,0.0,0.0,42,WR,0.0,0.0,0.0,0.0,91,32,0.0,88,40,0.0,0.0,15,79,0.0,0.0,0.0,10,week-13,0.0,39,54,76,86,Right,0.0,46,94,10,0.0,0.0,0.0,31,0.0,WR_Slot,0.0,28,0.0,0.0,0.0,24,95,29,12558
2023,13,Ohio State,0.0,98,0.0,0.0,0.0,89,27,92,BosaNick_20565,0.0,0.0,45,32,0.0,0.0,76,98,0.0,45,95,0.0,0.0,42,10/23/1997,1.0,Long Stride Loose,19870000,31,0.0,0.0,1.0,38,95,17,published,Bosa,0.0,97,12,0.0,81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16,0.0,84,6,17,0.0,86,9390,17,14,49ers,31550000,0.0,0.0,0.0,0.0,84,Nick Bosa,97,0.0,45,0.0,25,10,18,30,0.0,0.0,6,0.0,0.0,0.0,0.0,10,92,0.0,0.0,23,87,266,1.0,6,Nick,3,0.0,0.0,6,RE,1.0,0.0,0.0,0.0,79,45,0.0,90,6,0.0,0.0,30,34,0.0,0.0,0.0,94,week-13,0.0,44,83,38,21,Right,0.0,45,70,31,0.0,0.0,0.0,6,0.0,DE_SmallerSpeedRusher,0.0,45,1.0,0.0,0.0,15,87,24,20565
